,CustomerID,Recency,Frequency,Monetary,Country,Cluster
59,12417.0,3,192,3649.1,Spain,1
60,12418.0,113,34,668.58,Switzerland,1
61,12420.0,64,29,600.39,Cyprus,1
62,12421.0,16,45,807.04,Spain,1
63,12422.0,96,39,803.5600000000001,Australia,1
64,12422.0,96,39,803.5600000000001,Switzerland,1
65,12423.0,1,125,1859.31,Belgium,1
66,12424.0,163,30,1760.96,Australia,2
67,12425.0,78,36,777.2,Portugal,1
68,12426.0,195,30,582.73,Germany,2
69,12427.0,22,31,825.8,Germany,1
70,12428.0,26,294,7956.46,Finland,0
71,12429.0,9,97,3750.4,Denmark,1
72,12429.0,9,97,3750.4,Austria,1
73,12430.0,43,11,256.4,Norway,1
74,12431.0,36,235,6487.45,Australia,1
75,12431.0,36,235,6487.45,Belgium,1
76,12432.0,43,108,5059.32,Norway,1
77,12433.0,1,420,13375.87,Norway,0
78,12434.0,85,50,806.14,Australia,1
79,12435.0,80,36,7829.89,Denmark,1
80,12436.0,100,16,509.01,Norway,1
81,12437.0,2,199,4951.41,France,1
82,12438.0,14,98,2906.85,Norway,1
83,12441.0,367,11,173.55,France,2
84,12442.0,3,12,172.06,Spain,1
85,12444.0,21,176,5005.46,Norway,1
86,12445.0,22,4,133.4,Spain,1
87,12446.0,58,57,1002.3100000000001,RSA,1
88,12447.0,243,26,476.49,Belgium,2
89,12448.0,44,22,449.45,Spain,1
90,12449.0,22,191,4067.29,Belgium,1
91,12450.0,156,8,197.88,Spain,2
92,12451.0,11,354,9035.52,Switzerland,0
93,12452.0,17,22,430.57,Switzerland,1
94,12453.0,134,43,707.09,Austria,1
95,12454.0,56,15,3528.34,Spain,1
96,12455.0,73,90,2466.86,Cyprus,1
97,12455.0,73,90,2466.86,Spain,1
98,12456.0,44,125,3181.04,Switzerland,1
99,12457.0,66,62,2363.23,Switzerland,1
100,12457.0,66,62,2363.23,Cyprus,1
101,12458.0,71,38,947.4,Switzerland,1
102,12461.0,94,35,826.88,Switzerland,1
103,12462.0,19,62,1189.59,Spain,1
104,12463.0,53,83,1344.78,Belgium,1
105,12464.0,10,29,1212.05,Belgium,1
106,12465.0,17,47,742.1899999999999,Belgium,1
107,12468.0,188,38,729.5400000000001,Germany,2
108,12471.0,2,460,19824.05,Germany,0
109,12472.0,32,339,6572.11,Germany,0
110,12473.0,29,168,3938.5499999999997,Germany,1
111,12474.0,17,424,7375.79,Germany,0
112,12475.0,54,36,723.38,Germany,1
113,12476.0,16,233,6816.42,Germany,1
114,12477.0,23,300,13219.74,Germany,0
115,12478.0,4,36,680.99,Greece,1
116,12479.0,11,31,527.2,Germany,1
117,12480.0,28,154,3281.63,Germany,1
118,12481.0,23,217,5596.32,Germany,1
119,12483.0,17,75,2484.98,Sweden,1
120,12484.0,33,346,4541.72,Spain,0
121,12488.0,10,55,1298.66,France,1
122,12489.0,336,15,334.93,France,2
123,12490.0,5,245,5417.93,France,1
124,12491.0,39,26,460.40000000000003,France,1
125,12492.0,63,20,263.21000000000004,Germany,1
126,12493.0,166,22,433.74,France,2
127,12494.0,16,77,1246.1000000000001,France,1
128,12497.0,82,14,1043.1,Germany,1
129,12498.0,21,23,403.70000000000005,Germany,1
130,12500.0,23,61,4257.82,Germany,1
131,12501.0,337,149,2169.39,Germany,2
132,12502.0,96,147,3723.87,Spain,1
133,12504.0,18,9,482.04999999999995,Germany,1
134,12506.0,233,23,73.5,France,2
135,12507.0,134,21,1304.81,Spain,1
136,12508.0,26,69,398.27,France,1
137,12509.0,284,7,176.5,France,2
138,12510.0,143,33,982.5699999999999,Spain,1
139,12512.0,66,34,138.03,Israel,1
140,12513.0,113,35,612.29,France,1
141,12514.0,267,51,1017.68,Italy,2
142,12515.0,353,16,383.7,Italy,2
143,12516.0,78,26,1312.06,Germany,1
144,12517.0,28,284,2502.84,Germany,1
145,12518.0,1,124,2056.89,Germany,1
146,12519.0,64,18,340.84,Germany,1
147,12520.0,79,152,2634.26,Germany,1
148,12521.0,143,38,599.68,Germany,1
149,12522.0,39,12,192.72,Germany,1
150,12523.0,19,106,1789.77,France,1
151,12524.0,9,144,4485.72,Germany,1
152,12526.0,1,71,1316.66,Germany,1
153,12527.0,82,18,348.71000000000004,Germany,1
154,12528.0,9,92,1933.48,Germany,1
155,12530.0,60,66,1662.28,Germany,1
156,12531.0,15,17,125.22,Germany,1
157,12532.0,30,16,349.83000000000004,France,1
158,12534.0,131,63,1089.18,Germany,1
159,12535.0,92,34,716.35,France,1
160,12536.0,43,261,12601.830000000002,France,0
161,12538.0,29,21,363.95,Spain,1
162,12539.0,22,273,5568.35,Spain,1
163,12540.0,20,478,13400.24,Spain,0
164,12541.0,30,52,981.18,Spain,1
165,12544.0,36,19,372.7,Spain,1
166,12545.0,75,50,1000.39,Spain,1
167,12546.0,47,69,1161.5,Spain,1
168,12547.0,198,8,207.79999999999998,Spain,2
169,12548.0,166,5,95.19999999999999,Spain,2
170,12550.0,79,57,964.83,Spain,1
171,12551.0,358,10,168.0,Spain,2
172,12552.0,39,20,437.82,Italy,1
173,12553.0,8,191,3692.28,France,1
174,12556.0,50,121,603.71,Spain,1
175,12557.0,16,33,11990.960000000001,Spain,1
176,12558.0,8,11,269.96,USA,1
177,12559.0,311,21,561.71,Germany,2
178,12560.0,5,105,2134.01,Germany,1
179,12561.0,303,16,238.85,Germany,2
180,12562.0,8,168,3781.7400000000002,France,1
181,12564.0,261,21,456.9,France,2
182,12565.0,289,9,145.92,Saudi Arabia,2
183,12566.0,86,19,351.65,Germany,1
184,12567.0,23,446,9401.28,France,0
185,12569.0,2,188,4124.69,Germany,1
186,12571.0,40,34,519.61,France,1
187,12572.0,9,60,1020.42,Germany,1
188,12573.0,227,28,160.54000000000002,France,2
189,12574.0,316,11,218.45,France,2
190,12576.0,36,88,1315.83,Poland,1
191,12577.0,35,147,657.8,France,1
192,12578.0,21,114,2794.51,Italy,1
193,12579.0,78,29,440.42,France,1
194,12580.0,247,24,415.7,Germany,2
195,12581.0,40,15,197.71,Germany,1
196,12582.0,239,22,511.36,Finland,2
197,12583.0,3,247,7281.38,France,0
198,12584.0,4,96,2338.15,Italy,1
199,12585.0,234,87,2040.1,Germany,2
200,12586.0,17,11,196.94000000000003,Italy,1
201,12587.0,8,4,144.0,Finland,1
202,12588.0,39,10,214.89999999999998,Finland,1
203,12589.0,29,35,646.68,France,1
204,12590.0,211,68,9864.26,Germany,2
205,12591.0,317,26,452.84999999999997,Italy,2
206,12592.0,92,18,437.6,Germany,1
207,12593.0,109,21,418.09999999999997,France,1
208,12594.0,38,118,3338.2200000000003,Italy,1
209,12596.0,51,27,618.27,Spain,1
210,12597.0,19,206,3811.22,Spain,1
211,12598.0,10,132,3023.08,France,1
212,12599.0,29,62,1032.58,France,1
213,12600.0,29,64,2599.04,Germany,1
214,12601.0,190,28,577.0600000000001,Germany,2
215,12602.0,59,12,153.12,France,1
216,12603.0,22,2,739.1999999999999,Germany,1
217,12604.0,79,16,254.18,France,1
218,12607.0,60,101,1579.51,USA,1
219,12609.0,78,60,1126.85,Germany,1
220,12610.0,23,106,2099.54,Italy,1
221,12611.0,52,65,1193.32,Italy,1
222,12612.0,74,19,704.0400000000001,Germany,1
223,12613.0,57,153,3344.38,Germany,1
224,12614.0,278,20,315.6,Germany,2
225,12615.0,2,105,2291.19,France,1
226,12616.0,95,32,713.3,France,1
227,12617.0,29,42,355.53,France,1
228,12618.0,22,11,177.31,Italy,1
229,12619.0,16,90,3641.24,Germany,1
230,12620.0,15,92,1339.41,France,1
231,12621.0,2,467,13689.67,Germany,0
232,12622.0,232,11,180.1,Germany,2
233,12623.0,276,18,305.1,Germany,2
234,12624.0,106,38,641.13,France,1
235,12625.0,212,86,2683.82,Germany,2
236,12626.0,23,294,6620.48,Germany,0
237,12627.0,11,230,4478.53,Germany,1
238,12628.0,4,41,786.46,Germany,1
239,12630.0,10,64,1270.88,Finland,1
240,12631.0,57,31,640.5,Finland,1
241,12633.0,59,101,2163.98,Germany,1
242,12635.0,90,101,1689.18,Germany,1
243,12637.0,67,390,6021.9,France,0
244,12638.0,33,39,671.69,Sweden,1
245,12639.0,239,22,486.1,Sweden,2
246,12640.0,24,53,1174.58,France,1
247,12641.0,115,10,185.9,Sweden,1
248,12642.0,25,47,1013.26,Germany,1
249,12643.0,128,24,3344.64,France,1
250,12644.0,130,31,477.91,Germany,1
251,12645.0,34,73,1775.18,Germany,1
252,12646.0,5,45,1346.97,USA,1
253,12647.0,22,121,3722.82,Germany,1
254,12648.0,155,21,318.05,Germany,2
255,12649.0,107,31,623.51,Germany,1
256,12650.0,3,20,314.44,France,1
257,12651.0,335,9,114.0,France,2
258,12652.0,331,48,919.98,France,2
259,12653.0,149,43,2209.85,Israel,2
260,12654.0,11,38,601.98,Germany,1
261,12656.0,17,126,4051.17,France,1
262,12657.0,11,47,1643.18,France,1
263,12658.0,19,36,686.05,Germany,1
264,12659.0,30,5,91.68,France,1
265,12660.0,11,13,245.1,France,1
266,12662.0,1,230,3849.78,Germany,1
267,12664.0,8,37,4881.88,Finland,1
268,12665.0,325,3,63.0,Germany,2
269,12667.0,58,33,620.13,Finland,1
270,12668.0,12,161,3807.15,Germany,1
271,12669.0,151,101,2744.0299999999997,France,2
272,12670.0,10,92,2996.05,France,1
273,12672.0,330,10,225.89999999999998,France,2
274,12673.0,5,42,610.52,Germany,1
275,12674.0,39,83,1970.6,France,1
276,12676.0,25,45,1331.39,Sweden,1
277,12678.0,42,165,17628.46,France,0
278,12679.0,59,48,1113.02,France,1
279,12680.0,1,52,862.81,France,1
280,12681.0,15,638,13787.54,France,0
281,12682.0,4,525,12288.22,France,0
282,12683.0,4,344,8476.57,France,0
283,12684.0,8,105,2283.63,France,1
284,12685.0,28,157,2863.08,France,1
285,12686.0,372,7,89.14,France,2
286,12688.0,114,171,4873.8099999999995,Israel,1
287,12689.0,26,72,1247.61,France,1
288,12690.0,206,16,389.01,France,2
289,12691.0,28,32,1035.8,France,1
290,12693.0,127,39,855.91,Germany,1
291,12694.0,70,37,869.67,France,1
292,12695.0,7,27,582.1,France,1
293,12697.0,29,41,957.59,Sweden,1
294,12700.0,8,268,4939.99,France,1
295,12701.0,80,53,797.71,Germany,1
296,12702.0,20,12,219.0,Germany,1
297,12703.0,71,21,283.55,Germany,1
298,12704.0,7,88,2340.84,Finland,1
299,12705.0,15,334,6868.29,Germany,0
300,12707.0,292,33,603.42,France,2
301,12708.0,30,157,2712.91,Germany,1
302,12709.0,15,208,9736.52,Germany,0
303,12710.0,97,77,1149.02,Germany,1
304,12712.0,29,133,4396.13,Germany,1
305,12713.0,1,38,848.55,Germany,1
306,12714.0,9,259,4708.86,France,1
307,12715.0,106,21,353.86,Sweden,1
308,12716.0,4,69,1053.49,France,1
309,12717.0,151,55,1030.98,Greece,2
310,12718.0,71,19,238.25,France,1
311,12719.0,5,39,644.95,France,1
312,12720.0,3,354,5781.73,Germany,0
313,12721.0,32,161,2656.13,France,1
314,12722.0,85,53,997.63,France,1
315,12723.0,4,69,725.07,France,1
316,12724.0,5,53,1031.41,France,1
317,12725.0,371,24,427.8,Italy,2
318,12726.0,28,124,2609.1,France,1
319,12727.0,11,139,3980.7,France,1
320,12728.0,71,46,836.33,France,1
321,12729.0,114,26,453.01,France,1
322,12731.0,24,274,18895.91,France,0
323,12732.0,180,12,236.26000000000002,France,2
324,12733.0,234,22,383.95,USA,2
325,12734.0,353,4,110.39999999999999,France,2
326,12735.0,315,43,779.5699999999999,France,2
327,12736.0,333,4,234.0,France,2
328,12738.0,372,11,155.35,Germany,2
329,12739.0,78,38,1013.04,United Arab Emirates,1
330,12740.0,64,27,427.6,France,1
331,12743.0,134,134,546.43,Unspecified,1
332,12744.0,52,222,21279.29,Singapore,0
333,12747.0,2,103,4196.01,United Kingdom,1
334,12748.0,1,4595,33719.73,United Kingdom,3
335,12749.0,4,199,4090.88,United Kingdom,1
336,12750.0,129,15,275.88,Poland,1
337,12752.0,81,53,4366.78,Norway,1
338,12753.0,23,197,21429.39,Japan,0
339,12754.0,236,63,3010.74,Japan,2
340,12755.0,281,4,3811.95,Japan,2
341,12756.0,87,4,112.07999999999998,Japan,1
342,12757.0,16,371,7857.1,Portugal,0
343,12758.0,117,97,2791.59,Portugal,1
344,12759.0,52,95,1531.44,Netherlands,1
345,12762.0,8,69,1898.52,Portugal,1
346,12763.0,138,18,494.08,Japan,1
347,12764.0,317,45,1693.88,Lebanon,2
348,12766.0,4,310,6989.63,Portugal,0
349,12769.0,239,32,1143.6,Brazil,2
350,12770.0,211,12,1351.45,Japan,2
351,12772.0,60,55,892.47,Portugal,1
352,12775.0,17,66,1386.04,Netherlands,1
353,12778.0,20,50,822.23,Netherlands,1
354,12779.0,38,149,3981.36,Poland,1
355,12781.0,64,25,826.74,Czech Republic,1
356,12782.0,5,103,2330.92,Portugal,1
357,12783.0,2,84,2225.91,Portugal,1
358,12784.0,9,59,574.42,Portugal,1
359,12785.0,364,14,311.95,Portugal,2
360,12787.0,10,20,463.66,Netherlands,1
361,12789.0,65,4,91.85,Netherlands,1
362,12790.0,192,21,324.92,Netherlands,2
363,12791.0,374,2,192.60000000000002,Netherlands,2
364,12792.0,257,25,400.53999999999996,Portugal,2
365,12793.0,335,24,545.48,Portugal,2
366,12794.0,53,45,860.41,Portugal,1
367,12795.0,19,14,430.48,Portugal,1
368,12797.0,366,13,254.03,Portugal,2
369,12798.0,10,8,6977.04,Japan,1
370,12802.0,187,25,427.58,Netherlands,2
371,12808.0,37,28,483.65000000000003,Portugal,1
372,12809.0,178,25,489.31,Portugal,2
373,12811.0,261,31,514.85,Portugal,2
374,12812.0,45,15,229.64000000000001,Japan,1
375,12814.0,102,2,125.92,Poland,1
376,12815.0,148,47,1063.46,Poland,2
377,12816.0,96,29,572.2,Poland,1
378,12817.0,281,4,166.04,Austria,2
379,12818.0,262,14,1542.08,Austria,2
380,12820.0,3,59,942.34,United Kingdom,1
381,12821.0,214,6,92.72,United Kingdom,2
382,12822.0,71,46,948.88,United Kingdom,1
383,12823.0,75,5,1759.5,United Kingdom,1
384,12824.0,60,25,397.12,United Kingdom,1
385,12826.0,3,91,1474.72,United Kingdom,1
386,12827.0,6,25,430.15000000000003,United Kingdom,1
387,12828.0,3,56,1018.71,United Kingdom,1
388,12829.0,337,11,293.0,United Kingdom,2
389,12830.0,38,38,6814.64,United Kingdom,1
390,12831.0,262,9,215.05,United Kingdom,2
391,12832.0,32,27,383.03,United Kingdom,1
392,12833.0,145,24,417.38,United Kingdom,1
393,12834.0,283,18,312.38,United Kingdom,2
394,12836.0,59,175,2612.86,United Kingdom,1
395,12837.0,173,12,134.1,United Kingdom,2
396,12838.0,34,123,683.13,United Kingdom,1
397,12839.0,3,314,5591.42,United Kingdom,0
398,12840.0,144,113,2726.77,United Kingdom,1
399,12841.0,5,420,4022.35,United Kingdom,0
400,12842.0,70,34,1118.99,United Kingdom,1
401,12843.0,66,103,1702.26,United Kingdom,1
402,12844.0,29,52,325.96000000000004,United Kingdom,1
403,12845.0,267,27,354.09,United Kingdom,2
404,12847.0,22,91,871.54,United Kingdom,1
405,12849.0,31,51,1050.8899999999999,United Kingdom,1
406,12851.0,97,50,135.18,United Kingdom,1
407,12852.0,295,17,311.55,United Kingdom,2
408,12853.0,135,78,1957.1000000000001,United Kingdom,1
409,12854.0,79,110,1324.5,United Kingdom,1
410,12855.0,373,3,38.1,United Kingdom,2
411,12856.0,8,314,2179.93,United Kingdom,1
412,12857.0,211,46,1106.4,United Kingdom,2
413,12863.0,52,5,521.2,United Kingdom,1
414,12864.0,138,3,147.12,United Kingdom,1
415,12865.0,26,95,1568.23,Austria,1
416,12866.0,283,26,559.12,Belgium,2
417,12867.0,26,538,4036.82,United Kingdom,0
418,12868.0,186,107,1607.0600000000002,United Kingdom,2
419,12871.0,84,11,380.64,United Kingdom,1
420,12872.0,327,66,599.97,United Kingdom,2
421,12873.0,282,4,374.0,United Kingdom,2
422,12875.0,143,2,343.2300000000001,United Kingdom,1
423,12876.0,58,85,2218.02,Belgium,1
424,12877.0,4,154,1535.77,United Kingdom,1
425,12878.0,236,47,854.99,United Kingdom,2
426,12879.0,45,10,573.22,United Kingdom,1
427,12881.0,276,7,298.0,United Kingdom,2
428,12882.0,9,13,1463.04,United Kingdom,1
429,12883.0,25,42,703.47,United Kingdom,1
430,12884.0,88,7,309.05,United Kingdom,1
431,12885.0,63,71,1175.22,United Kingdom,1
432,12886.0,68,82,1378.4,United Kingdom,1
433,12888.0,214,5,354.12,United Kingdom,2
434,12890.0,24,82,380.46999999999997,United Kingdom,1
435,12891.0,186,3,331.0,United Kingdom,2
436,12893.0,31,34,188.14,United Kingdom,1
437,12895.0,42,22,372.8,United Kingdom,1
438,12897.0,205,4,216.5,United Kingdom,2
439,12901.0,9,116,17654.54,United Kingdom,0
440,12902.0,265,10,138.68,United Kingdom,2
441,12904.0,18,72,509.58,United Kingdom,1
442,12906.0,12,63,2919.81,United Kingdom,1
443,12908.0,176,2,750.0,United Kingdom,2
444,12909.0,40,91,2178.67,United Kingdom,1
445,12910.0,23,75,3075.04,United Kingdom,1
446,12912.0,3,24,1662.3,United Kingdom,1
447,12913.0,5,50,2483.63,United Kingdom,1
448,12915.0,149,22,363.65,United Kingdom,2
449,12916.0,139,107,3006.15,United Kingdom,1
450,12917.0,128,2,594.0,United Kingdom,1
451,12919.0,8,50,1335.19,United Kingdom,1
452,12920.0,17,28,164.23,United Kingdom,1
453,12921.0,9,720,16587.09,United Kingdom,0
454,12922.0,161,28,405.38,United Kingdom,2
455,12923.0,64,29,176.97,United Kingdom,1
456,12924.0,88,30,933.7,United Kingdom,1
457,12925.0,5,45,694.05,United Kingdom,1
458,12928.0,35,84,2062.7000000000003,United Kingdom,1
459,12929.0,312,8,117.85,United Kingdom,2
460,12930.0,78,25,415.8,United Kingdom,1
461,12931.0,22,82,42055.96,United Kingdom,0
462,12933.0,24,106,607.53,United Kingdom,1
463,12935.0,2,129,2160.7,United Kingdom,1
464,12936.0,17,62,1063.9,United Kingdom,1
465,12937.0,15,120,1504.27,United Kingdom,1
466,12938.0,26,9,114.14,United Kingdom,1
467,12939.0,64,47,11581.8,United Kingdom,1
468,12940.0,55,99,913.54,United Kingdom,1
469,12942.0,131,75,683.9,United Kingdom,1
470,12944.0,36,30,604.51,United Kingdom,1
471,12945.0,288,23,462.95,United Kingdom,2
472,12947.0,144,97,1603.99,United Kingdom,1
473,12948.0,16,116,2064.95,United Kingdom,1
474,12949.0,31,215,4167.22,United Kingdom,1
475,12950.0,2,23,1843.0,United Kingdom,1
476,12951.0,9,63,1064.07,United Kingdom,1
477,12952.0,6,79,1387.79,United Kingdom,1
478,12953.0,10,17,329.85,United Kingdom,1
479,12955.0,1,180,4757.16,United Kingdom,1
480,12956.0,306,19,108.07,United Kingdom,2
481,12957.0,10,238,4017.54,United Kingdom,1
482,12962.0,7,16,266.39,United Kingdom,1
483,12963.0,8,95,1856.63,United Kingdom,1
484,12965.0,89,109,771.91,United Kingdom,1
485,12966.0,10,10,160.18,United Kingdom,1
486,12967.0,358,19,1660.9,United Kingdom,2
487,12968.0,112,5,135.95,United Kingdom,1
488,12970.0,7,151,452.24,United Kingdom,1
489,12971.0,4,305,11189.91,United Kingdom,0
490,12974.0,198,8,144.8,United Kingdom,2
491,12976.0,212,22,738.6,United Kingdom,2
492,12977.0,156,9,39.239999999999995,United Kingdom,2
493,12980.0,158,20,7374.900000000001,United Kingdom,2
494,12981.0,30,20,372.21999999999997,United Kingdom,1
495,12982.0,243,28,390.54,United Kingdom,2
496,12984.0,19,4,97.5,United Kingdom,1
497,12985.0,1,76,1239.38,United Kingdom,1
498,12987.0,74,28,558.7,United Kingdom,1
499,12988.0,292,92,535.32,United Kingdom,2
500,12989.0,3,64,6924.110000000001,United Kingdom,1
501,12990.0,31,13,409.5,United Kingdom,1
502,12991.0,23,31,503.76,United Kingdom,1
503,12993.0,23,27,414.76,United Kingdom,1
504,12994.0,4,61,974.4200000000001,United Kingdom,1
505,12995.0,85,3,211.32,United Kingdom,1
506,12997.0,22,59,1226.89,United Kingdom,1
507,12999.0,196,28,455.88,United Kingdom,2
508,13000.0,107,31,534.85,United Kingdom,1
509,13001.0,4,339,9818.82,United Kingdom,0
510,13002.0,318,7,120.94999999999999,United Kingdom,2
511,13003.0,106,6,149.05,United Kingdom,1
512,13004.0,12,404,5655.91,United Kingdom,0
513,13005.0,174,26,513.7,United Kingdom,2
514,13006.0,56,4,81.57,United Kingdom,1
515,13008.0,323,14,229.46999999999997,United Kingdom,2
516,13011.0,372,3,50.550000000000004,United Kingdom,2
517,13012.0,9,89,1661.8400000000001,United Kingdom,1
518,13013.0,1,219,4810.9400000000005,United Kingdom,1
519,13014.0,11,109,3466.2799999999997,United Kingdom,1
520,13015.0,53,176,3346.28,United Kingdom,1
521,13016.0,73,47,789.89,United Kingdom,1
522,13017.0,7,1,204.0,United Kingdom,1
523,13018.0,16,458,7277.7,United Kingdom,0
524,13021.0,4,131,2616.38,United Kingdom,1
525,13023.0,64,40,689.9,United Kingdom,1
526,13026.0,1,40,975.36,United Kingdom,1
527,13027.0,114,26,6912.0,United Kingdom,1
528,13028.0,23,45,661.3199999999999,United Kingdom,1
529,13029.0,31,10,1247.5,United Kingdom,1
530,13030.0,11,99,799.48,United Kingdom,1
531,13032.0,52,71,1010.18,United Kingdom,1
532,13033.0,357,11,190.55,United Kingdom,2
533,13034.0,55,37,642.77,United Kingdom,1
534,13035.0,74,27,921.88,United Kingdom,1
535,13037.0,138,48,881.07,United Kingdom,1
536,13038.0,80,28,908.46,United Kingdom,1
537,13040.0,9,43,676.99,United Kingdom,1
538,13043.0,273,13,516.42,United Kingdom,2
539,13044.0,291,33,560.47,United Kingdom,2
540,13045.0,99,18,305.28000000000003,United Kingdom,1
541,13046.0,31,35,629.31,United Kingdom,1
542,13047.0,32,172,3237.54,United Kingdom,1
543,13048.0,14,136,1835.91,United Kingdom,1
544,13049.0,64,14,656.6800000000001,United Kingdom,1
545,13050.0,15,403,5836.86,United Kingdom,0
546,13052.0,212,18,348.15000000000003,United Kingdom,2
547,13055.0,78,76,1214.41,United Kingdom,1
548,13058.0,25,8,271.40000000000003,United Kingdom,1
549,13059.0,250,8,183.4,United Kingdom,2
550,13060.0,254,15,307.53,United Kingdom,2
551,13061.0,72,10,248.61,United Kingdom,1
552,13062.0,191,11,346.98,United Kingdom,2
553,13064.0,13,69,1119.49,United Kingdom,1
554,13065.0,373,14,205.86,United Kingdom,2
555,13066.0,24,48,470.8,United Kingdom,1
556,13067.0,82,15,115.46000000000001,United Kingdom,1
557,13068.0,10,2,344.0,United Kingdom,1
558,13069.0,1,425,4436.12,United Kingdom,0
559,13070.0,192,9,228.8,United Kingdom,2
560,13072.0,267,7,177.15,United Kingdom,2
561,13075.0,130,22,919.61,United Kingdom,1
562,13077.0,1,112,729.27,United Kingdom,1
563,13078.0,3,358,12627.94,United Kingdom,0
564,13079.0,4,6,220.10000000000002,United Kingdom,1
565,13080.0,179,6,58.08,United Kingdom,2
566,13081.0,12,1024,28337.38,United Kingdom,0
567,13082.0,126,73,3613.63,United Kingdom,1
568,13083.0,4,18,303.75,United Kingdom,1
569,13085.0,158,22,416.08000000000004,United Kingdom,2
570,13089.0,3,1818,58825.83,United Kingdom,0
571,13090.0,9,155,8910.82,United Kingdom,1
572,13091.0,28,21,345.82,United Kingdom,1
573,13092.0,71,25,477.83,United Kingdom,1
574,13093.0,276,159,7832.47,United Kingdom,2
575,13094.0,21,24,1927.3200000000002,United Kingdom,1
576,13095.0,71,6,74.39999999999999,United Kingdom,1
577,13097.0,33,423,6010.42,United Kingdom,0
578,13098.0,1,572,28882.44,United Kingdom,0
579,13099.0,99,1,207.35999999999999,United Kingdom,1
580,13101.0,234,8,101.19,United Kingdom,2
581,13102.0,1,304,6424.09,United Kingdom,0
582,13103.0,40,8,243.94,United Kingdom,1
583,13104.0,3,20,1098.48,United Kingdom,1
584,13106.0,133,1,76.5,United Kingdom,1
585,13107.0,44,58,1531.6200000000001,United Kingdom,1
586,13108.0,373,10,350.06,United Kingdom,2
587,13109.0,60,47,786.54,United Kingdom,1
588,13110.0,31,145,1488.67,United Kingdom,1
589,13113.0,1,200,12245.960000000001,United Kingdom,0
590,13115.0,12,120,2294.78,United Kingdom,1
591,13116.0,138,30,501.14,United Kingdom,1
592,13117.0,22,76,984.91,United Kingdom,1
593,13118.0,20,79,1197.81,United Kingdom,1
594,13120.0,239,1,30.599999999999998,United Kingdom,2
595,13121.0,269,50,283.73,United Kingdom,2
596,13122.0,94,55,922.39,United Kingdom,1
597,13124.0,90,235,3866.33,United Kingdom,1
598,13126.0,5,140,2099.64,United Kingdom,1
599,13127.0,78,15,259.17,United Kingdom,1
600,13130.0,94,2,64.0,United Kingdom,1
601,13131.0,23,44,1073.3,United Kingdom,1
602,13132.0,262,3,77.3,United Kingdom,2
603,13133.0,274,7,109.8,United Kingdom,2
